,issn,journal_name,pub_name,is_hybrid,category,url
29246,2460-1217,Jurnal Ilmiah SINERGI,Universitas Mercu Buana,0.0,Technology,http://publikasi.mercubuana.ac.id/index.php/sinergi
29256,2307-5953,International Review of Management and Business Research (IRMBR),Academy of IRMBR International Research in Management and Business Realities,0.0,Other,No Url
29273,1662-6567,Case Reports in Dermatology,Karger Publishers,0.0,Medicine,http://www.karger.com/cde
29274,2311-732X,Global Journal of Scientific Researches,Blue Apple Publications,0.0,Other,No Url
29301,2224-4336,Translational Pediatrics,AME Publishing Company,0.0,Other,No Url
29304,2455-4316,International Journal of Advanced Research in BotanyÔŅĹ(IJARB),AcademiciansÔŅĹ Research Center (ARC),0.0,Other,No Url
29314,2315-7712,Academia Journal of Scientific Research (AJSR),Academia Publishing,0.0,Other,No Url
29316,2032-2039,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
29320,2049-3509,Economic Thought,World Economics Association,0.0,Social Sciences,http://et.worldeconomicsassociation.org/index
29338,0423-104X,Endokrynologia Polska,Other,0.0,Other,No Url
29349,2410-0595,International Journal of Computer Networks and Communications Security,Other,0.0,Other,No Url
29352,1803-6805,Journal of Technology and Information Education,PalackÔŅĹ University Olomouc,0.0,Education,http://www.jtie.upol.cz
29372,2011-2734,Universitas HumanÔŅĹstica,Pontificia Universidad Javeriana,0.0,Geography. Anthropology. Recreation,http://universitas-humanistica.javeriana.edu.co/
29385,1708-3087,Ecology and Society,RESILIENCE ALLIANCE,0.0,Other,No Url
29387,2353-5415,International Journal for Transformative Research,De Gruyter Open,0.0,Education,http://www.degruyter.com/view/j/ijtr
29409,1751-7907,Microbial Biotechnology,Other,0.0,Other,No Url
29432,2349-6495,International Journal of Advanced Engineering Research and Science,Other,0.0,Other,No Url
29447,2373-8057,Npj Parkinson's Disease,Nature Publishing Group,0.0,Medicine,http://www.nature.com/npjparkd/
29451,0211-2159,Psicologica,Other,0.0,Other,No Url
29454,2213-7653,Tijdschrift Voor Mediageschiedenis,Netherlands Institute for Sound and Vision,0.0,Technology,http://www.tmgonline.nl
29467,2330-0698,Journal of Patient-Centered Research and Reviews ,Aurora Health Care,0.0,Medicine,http://digitalrepository.aurorahealthcare.org/jpcrr/
29476,1687-5974,International Journal of Aerospace Engineering,Hindawi,0.0,Other,https://www.hindawi.com/journals/ijae/apc/
29518,1852-4478,Olivar: Revista De Literatura Y Cultura EspaÔŅĹolas,Universidad Nacional de La PLata,0.0,Language and Literature,http://www.olivar.fahce.unlp.edu.ar/
29528,2326-2893,Journal of Mechatronics,American Scientific Publishers,0.0,Other,No Url
29535,1678-7226,Revista GeogrÔŅĹfica AcadÔŅĹmica,Universidade Federal de GoiÔŅĹs,0.0,Geography. Anthropology. Recreation,http://revista.ufrr.br/index.php/rga
29549,1897-4295,Advances in Interventional Cardiology,Termedia Publishing House,0.0,Medicine,http://www.termedia.pl/Journal/Advances_in_Interventional_Cardiology-35
29556,2229-340X,Journal of Family and Community Medicine,Wolters Kluwer Medknow Publications,0.0,Medicine,http://www.jfcmonline.com
29562,2320-7078,International Journal of Multidisciplinary Education and Research,Other,0.0,Other,No Url
29564,1532-6268,Comparative and Functional Genomics,Hindawi Publishing Corporation ,0.0,Science,https://www.hindawi.com/journals/CFG
29584,2008-370X,Journal of Evidence-Based Care,Mashhad University of Medical Sciences,0.0,Medicine,http://ebcj.mums.ac.ir/
29591,1826-0128,"VEGA : Periodico Elettronico Di Cultura, Didattica E Formazione",UniversitÔŅĹ eCampus,0.0,Education,http://www.vegajournal.org
29592,2005-7288,Korean Journal of Medical Education,Korean Society of Medical Education,0.0,Education,http://kjme.kr/
29594,1300-1949,Cumhuriyet Science Journal,Other,0.0,Other,No Url
29600,1558-9439,Journal of the Medical Library Association,Medical Library Assoc,0.0,Other,No Url
29603,2394-6539,Journal of Advanced Research in Medical Science and Technology,Advanced Research Publications,0.0,Other,No Url
29617,1546-5748,International Journal of Management & Information Systems,The Clute Institute,0.0,Other,No Url
29619,2372-4854,International Multilingual Journal of Contemporary Research,American Research Institute for Policy Development,0.0,Other,No Url
29636,1573-2665,Journal of Inherited Metabolic Disease,Springer,1.0,Other,No Url
29682,1555-7596,Divergencias,University of Arizona,0.0,Language and Literature,http://divergencias.arizona.edu/
29700,2204-681X,Australian Journal of Sustainable Business and Society (AJSBS),Australian Academy of Business and Social Sciences,0.0,Other,No Url
29714,2254-7290,Janus: Estudios Sobre El Siglo De Oro,Universidade da CoruÔŅĹa,0.0,Language and Literature,http://www.janusdigital.es/
29730,1836-5779,Australasian Journal of Herpetology,Other,0.0,Other,No Url
29734,1988-8430,Tejuelo: DidÔŅĹctica De La Lengua Y La Literatura,ConsejerÔŅĹa de EducaciÔŅĹn ,0.0,Language and Literature,http://mascvuex.unex.es/revistas/index.php/tejuelo/index
29745,2322-2204,Iranian Journal of Plant Biology,University of Isfahan,0.0,Agriculture,http://uijs.ui.ac.ir/ijpb
29759,2190-9172,Dermatology and Therapy,"Adis, Springer Healthcare",0.0,Medicine,http://www.springer.com/13555
29764,1868-6966,Cancer Nanotechnology,Springer,0.0,Other,No Url
29766,2194-7899,Health & Justice,Springer,0.0,Social Sciences,http://www.healthandjusticejournal.com
29797,2319-8354,International Journal of Advance Research in Science and Engineering,Other,0.0,Other,No Url
29806,2054-4251,Global Mental Health,Cambridge University Press,0.0,Medicine,https://www.cambridge.org/core/journals/global-mental-health
29816,1574-9274,Philosophia,Springer,1.0,Other,No Url
29833,1981-1543,GestÔŅĹo & Tecnologia De Projetos,Universidade de SÔŅĹo Paulo,0.0,Fine Arts,http://www.revistas.usp.br/gestaodeprojetos
29835,2317-6091,Revista De CiÔŅĹncias Da EducaÔŅĹÔŅĹo,Centro UniversitÔŅĹrio Salesiano de SÔŅĹo Paulo,0.0,Education,http://revista.unisal.br/ojs/index.php?journal=educacao
29845,2355-570X,Ruang-Space: Jurnal Lingkungan Binaan,Universitas Udayana,0.0,Fine Arts,http://ojs.unud.ac.id/index.php/ruang
29855,2251-6093,Iranian Journal of Public Health,Iranian Public Health Association,0.0,Other,No Url
29862,1863-8279,Top,Springer,1.0,Other,No Url
29864,1552-7824,Journal of the Academy of Marketing Science,Springer,1.0,Other,No Url
29865,2229-3973,Journal of Artificial Intelligence,BioInfo Publications,0.0,Other,No Url
29869,1757-899X,IOP Conference Series : Materials Science and Engineering,IOP Publishing,0.0,Technology,http://iopscience.iop.org/1757-899X/
29872,1573-3378,Employee Responsibilities and Rights Journal,Springer,1.0,Other,No Url
29877,1854-2492,Documenta Praehistorica,"Znanstvena zaloÔŅĹba Filozofske fakultete Univerze v Ljubljani (Ljubljana University Press, Faculty of Arts)",0.0,Auxiliary sciences of history,http://revije.ff.uni-lj.si/DocumentaPraehistorica
29886,1449-5554,Australasian Journal of Educational Technology,Self Owned - Non-Profit Society,0.0,Other,No Url
29896,2318-0919,Oculum Ensaios,NÔŅĹcleo de  EditoraÔŅĹÔŅĹo da PUC Campinas,0.0,Technology,http://periodicos.puc-campinas.edu.br/seer/index.php/oculum
29899,2211-5463,FEBS Open Bio,Wiley,0.0,Science,No Url
29900,2057-3960,Npj Computational Materials,Nature Publishing Group,0.0,Technology,http://www.nature.com/npjcompumats/
29916,1474-760X,Genome Biology,BioMed Central,0.0,Science,No Url
29928,2067-9270,Revista Romaneasca Pentru Educatie Multidimensionala,Lumen,0.0,Education,http://revistaromaneasca.ro/
29930,0367-5211,Bulletin of the Geological Society of Finland,Geological Society of Finland,0.0,Other,No Url
29946,1439-0302,Erwerbs-Obstbau,Springer,1.0,Other,No Url
29950,2327-3038,Communications in Control Science and Engineering,American Society of Science and Engineering,0.0,Other,No Url
29954,1556-2891,"Forensic Science, Medicine, and Pathology",Springer,1.0,Other,No Url
29987,2455-7420,International Journal of Recent Surgical and Medical Sciences,Other,0.0,Other,No Url
29996,2317-3386,Brazilian Journal of Medicine and Human Health,Escola Bahiana de Medicina e SaÔŅĹde PÔŅĹblica,0.0,Medicine,http://www5.bahiana.edu.br/index.php/medicine
30002,1680-7359,Advances in Geosciences,Copernicus Publications,0.0,Science,http://www.advances-in-geosciences.net
30015,2442-3823,Lingua: Jurnal Ilmu Bahasa Dan Sastra,Universitas Islam Negeri Maulana Malik Ibrahim,0.0,Language and Literature,http://ejournal.uin-malang.ac.id/index.php/humbud
30030,1936-5810,Chemosensory Perception,Springer,1.0,Other,No Url
30035,2332-5003,Rocky Mountain Law Journal,Rocky Mountain Academy of Legal Studies in Business,0.0,Law,http://www.rockymountainlawjournal.org/
30043,1609-9168,Anthropology of Food,Anthropology of Food,0.0,Technology,http://aof.revues.org/
30098,2152-5048,International Journal of Signal and Image Processing,Association of Computer Electronics and Electrical Engineers (ACEEE),0.0,Other,No Url
30181,2007-9206,Revista Cimexus,Universidad Michoacana de San NicolÔŅĹs de Hidalgo,0.0,Political science,http://cimexus.umich.mx/index.php/cim1/index
30185,2304-070X,Open Praxis,International Council for Open and Distance Education (ICDE),0.0,Education,http://openpraxis.org
30186,No Url,No Url,No Url,No Url,No Url,No Url
30194,1572-9397,Journal of Heuristics,Springer,1.0,Other,No Url
30229,2182-2077,Journal of Internet Services and Information Security,Innovative Information Science & Technology Research Group (ISYOU) ,0.0,Science,http://www.jisis.org
30230,2377-6293,Journal of Hydrogels,American Scientific Publishers,0.0,Other,No Url
30236,1026-8774,Revista Mexicana De Ciencias Geologicas,Other,0.0,Other,No Url
30262,2083-4772,Archives of Environmental Protection,Other,0.0,Other,No Url
30282,0016-8092,Georgetown Law Journal,Georgetown Law Journal Assn,0.0,Law,No Url
30308,1989-7391,Cuadernos KÔŅĹre,"Universidad Carlos III de Madrid, Grupo KÔŅĹre",0.0,Social Sciences,http://www.uc3m.es/cuadernoskore
30311,1573-7144,Review of Derivatives Research,Springer,1.0,Other,No Url
30314,2408-0101,International Journal of Business and Economic Sciences Applied Research,Eastern Macedonia and Thrace Institute of Technology,0.0,Social Sciences,http://ijbesar.teiemt.gr/
30321,2313-8416,ScienceRise,Kharkiv Polytechnic Institute,0.0,Science,http://journals.uran.ua/sciencerise
30328,2472-632X,Journal of Etiology and Animal Health,Cresco Online Publishing,0.0,Other,No Url
30330,2334-2951,Journal of Natural SciencesÔŅĹ,American Research Institute for Policy Development,0.0,Other,No Url
30334,2460-0172,Jurnal Penelitian Komunikasi,Balai Pengkajian dan Pengembangan Komunikasi dan Informatika (BPPKI),0.0,Language and Literature,http://bppkibandung.id/index.php/jpk/index
30349,1432-1076,European Journal of Pediatrics,Springer,1.0,Other,No Url
30351,2319-2046,Health Informatics - An International Journal ( HIIJ ),AIRCC Publishing Corporation,0.0,Other,No Url
30355,2048-0792,The Comics Grid: Journal of Comics Scholarship,Open Library of Humanities,0.0,Fine Arts,http://www.comicsgrid.com/
30356,2046-3758,Bone & Joint Research,The British Editorial Society of Bone & Joint Surgery,0.0,Medicine,No Url
30357,1984-7939,Discursos FotogrÔŅĹficos,Universidade Estadual de Londrina,0.0,Technology,http://www.uel.br/revistas/uel/index.php/discursosfotograficos
30358,2029-6339,"Santalka: Filosofija, Komunikacija",Vilnius Gediminas Technical University,0.0,Language and Literature,http://www.cpc.vgtu.lt
30360,1616-3915,Ichthyological Research,Springer,1.0,Other,No Url
30374,1804-0527,"Perspectives of Innovations, Economics and Business","Prague Development Center, s.r.o.",0.0,Social Sciences,http://academicpublishingplatforms.com/journal.php?journal=PIEB
30375,0101-6083,Archives of Clinical Psychiatry,Other,0.0,Other,No Url
30389,2383-4889,Korean Journal of Critical Care Medicine,Korean Society of Critical Care Medicine,0.0,Medicine,http://kjccm.org/
30391,1679-0359,Semina: CiÔŅĹncias AgrÔŅĹrias,Universidade Estadual de Londrina,0.0,Agriculture,http://www.uel.br/portal/frm/frmOpcao.php?opcao=http://www.uel.br/revistas/uel/index.php/semagrarias
30407,2148-7332,Journal of Pediatric Emergency and Intensive Care Medicine,Galenos Yayinevi,0.0,Medicine,http://www.caybdergi.com/home/
30411,0075-6458,Koedoe,Other,0.0,Other,No Url
30428,2278-800X,International Journal of Engineering Research and Development,Other,0.0,Other,No Url
30434,1878-5212,Carbonates and Evaporites,Springer,1.0,Other,No Url
30489,2444-0043,Historia Y Memoria De La EducaciÔŅĹn,Universidad Nacional de EducaciÔŅĹn a Distancia (UNED),0.0,Education,http://revistas.uned.es/index.php/HMe
30521,2090-908X,Scientifica,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/scientifica/
30522,1390-924X,Chasqui,Centro Internacional de Estudios Superiores de ComunicaciÔŅĹn para AmÔŅĹrica Latina (CIESPAL),0.0,Language and Literature,http://revistachasqui.org
30531,1994-7925,Research Journal of Obstetrics and Gynecology,Asian Network for Scientific Information (ansinet),0.0,Other,No Url
30538,2052-4463,Scientific Data,Nature Publishing Group,0.0,Science,No Url
30546,2328-6245,Studies in Surveying and Mapping Science,American Society of Science and Engineering,0.0,Other,No Url
30568,1980-3508,Intercom: Revista Brasileira De CiÔŅĹncias Da ComunicaÔŅĹÔŅĹo,Sociedade Brasileira de Estudos Interdisciplinares da ComunicaÔŅĹÔŅĹo,0.0,Language and Literature,http://www.portcom.intercom.org.br/revistas/index.php/revistaintercom/index
30570,1988-4281,Pirineos: Revista De EcologÔŅĹa De MontaÔŅĹA,Consejo Superior de Investigaciones CientÔŅĹficas,0.0,Science,http://pirineos.revistas.csic.es
30591,2333-7214,Gerontology and Geriatric Medicine,SAGE Publishing,0.0,Medicine,http://ggm.sagepub.com
30597,4825-3499,International Journal of Weed Science and Technology,Advanced Scholars Journals,0.0,Other,No Url
30616,2248-4094,Revista IngenierÔŅĹas Universidad De MedellÔŅĹn,Universidad de MedellÔŅĹn,0.0,Technology,http://revistas.udem.edu.co/index.php/ingenierias
30632,2157-9393,International Business & Economics Research Journal,The Clute Institute,0.0,Other,No Url
30639,2259-4728,InMedia : The French Journal of Media and Media Representations in the English-Speaking World,Center for Research on the English-Speaking World (CREW),0.0,Language and Literature,http://inmedia.revues.org/
30670,2237-4876,Signum: Estudos Da Linguagem,Universidade Estadual de Londrina,0.0,Language and Literature,http://www.uel.br/revistas/uel/index.php/signum
30672,2349-5227,International Journal of Art and Humanity Science,Other,0.0,Other,No Url
30684,2984-8911,Donnish Journal of Accounting and Taxation (DJAT),Donnish Journals,0.0,Other,No Url
30688,2411-5142,Journal of Functional Morphology and Kinesiology,MDPI AG,0.0,Medicine,http://www.mdpi.com/journal/jfmk
30700,0870-8231,Analise Psicologica,Instituto Superior De Psicologia Aplicada-Crl,0.0,Other,No Url
30704,2373-0765,Journal of Intelligent Transportation and Urban Planning (ITUP),Bowen Publishing,0.0,Other,No Url
30711,2218-6263,World Journal of Stomatology,Baishideng Publishing Group,0.0,Other,No Url
30730,1538-6279,Centro Journal,"Hunter College-Cuny, Center Puerto Rican Studies",0.0,Other,No Url
30739,2314-5803,Journal of Geochemistry,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/jg/
30747,1796-1803,Experiment,Other,0.0,Other,No Url
30773,2357-5328,Revista Facultad De IngenierÔŅĹA,Universidad PedagÔŅĹgica y TecnolÔŅĹgica de Colombia,0.0,Technology,http://revistas.uptc.edu.co/revistas/index.php/ingenieria
30799,2249-3964,Journal of Accounting and Finance,BioInfo Publications,0.0,Other,No Url
30801,1309-0720,Annals of EURASIAN MEDICIN,Other,0.0,Other,No Url
30857,2329-5449,Journal of Life Medicine,American V-King Scientific Publishing,0.0,Other,No Url
30859,1573-1952,Instructional Science,Springer,1.0,Other,No Url
30862,1936-4725,Society,Springer,1.0,Other,No Url
30881,1992-2248,Scientific Research and Essays,Academic Journals,0.0,Other,No Url
30916,2314-7881,Advances in Electronics,Hindawi Publishing Corporation,0.0,Technology,https://www.hindawi.com/journals/aelc/
30927,2261-3471,Synergies Royaume-Uni Et Irlande,Groupe dÔŅĹEtudes et de Recherches pour le FranÔŅĹais Langue Internationale (GERFLINT),0.0,Language and Literature,http://gerflint.fr/synergies-royaume-uni-et-irlande
30960,2084-0535,Polish Hyperbaric Research,De Gruyter Open,0.0,Medicine,http://www.degruyter.com/view/j/phr
30969,2051-6037,Journal of Performance Magic,University of Huddersfield Press,0.0,Language and Literature,http://eprints.hud.ac.uk/journal/jpm/
30979,2314-5994,Journal of Crystallography,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/jcrys/
30985,1804-8358,Echo Des Etudes Romanes,"University of South Bohemia, Ceske Budejovice",0.0,Language and Literature,http://www.eer.cz/
30991,1879-4750,European Review of Latin American and Caribbean Studies,Utrecht University Library Open Access Journals (Publishing Services),0.0,Geography. Anthropology. Recreation,http://www.erlacs.org
31002,2193-0414,Fire Science Reviews,Springer,0.0,Other,No Url
31010,1559-1166,Journal of Molecular Neuroscience,Springer,1.0,Other,No Url
31013,1981-3821,Brazilian Political Science Review,Brazilian Political Science Association,0.0,Political science,http://www.bpsr.org.br/
31039,2001-1326,Clinical and Translational Medicine,Springer,0.0,Medicine,http://www.clintransmed.com/
31065,2141-2383,Journal of Mechanical Engineering Research,Academic Journals,0.0,Other,No Url
31093,2261-3463,Synergies Roumanie,Groupe dÔŅĹEtudes et de Recherches pour le FranÔŅĹais Langue Internationale (GERFLINT),0.0,Language and Literature | Social Sciences,http://gerflint.fr/synergies-roumanie
31104,2314-7679,Advances in Geriatrics,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/ager/
31115,1808-4281,Estudos E Pesquisas Em Psicologia,Universidade do Estado do Rio de Janeiro ,0.0,Philosophy. Psychology. Religion,http://www.revispsi.uerj.br/
31168,1433-2825,International Journal on Document Analysis and Recognition (Ijdar),Springer,1.0,Other,No Url
31169,2174-0682,EMPIRIA: Revista De MetodologÔŅĹa De Ciencias Sociales,Universidad Nacional de EducaciÔŅĹn a Distancia (UNED),0.0,Social Sciences,http://e-spacio.uned.es/revistasuned/index.php/empiria/
31177,0104-9224,Soldagem & Inspecao,Other,0.0,Other,No Url
31185,2009-7387,Irish Journal of Academic Practice,Dublin Institute of Technology,0.0,Education,http://arrow.dit.ie/ijap/
31219,2378-7694,Aperito Journal of Case Reports: Clinical (AJCRC),Aperito Online Publishing,0.0,Other,No Url
31222,1615-6617,Poiesis & Praxis,Springer,0.0,Other,No Url
31229,2477-3816,Intizar,Universitas Islam Negeri Raden Fatah Palembang,0.0,Philosophy. Psychology. Religion,http://jurnal.radenfatah.ac.id/index.php/intizar
31234,1432-0533,Acta Neuropathologica,Springer,1.0,Other,No Url
31237,2374-9172,Journal of Health Sciences & Practice (JOHSP),eLearning Institute,0.0,Other,No Url
31239,1668-7515,Astrolabio: Nueva ÔŅĹpoca,Universidad Nacional de CÔŅĹrdoba,0.0,Social Sciences,http://revistas.unc.edu.ar/index.php/astrolabio/
31245,1697-218X,NURE InvestigaciÔŅĹn,FundaciÔŅĹn para el Desarrollo de la EnfermerÔŅĹa,0.0,Medicine,http://www.nureinvestigacion.es/ 
31276,1614-7480,Journal of Soils and Sediments,Springer,1.0,Other,No Url
31289,2458-9489,International Journal of Human Sciences,Other,0.0,Other,No Url
31295,0990-1310,Oxymag,Elsevier,1.0,Other,No Url
31301,2167-9053,Journal of Arts and Humanities,Maryland Institute of Research (MIR),0.0,General Works,http://www.theartsjournal.org/
31308,3759-3767,International Journal of Pediatrics,Other,0.0,Other,No Url
31310,2254-2035,Revista Iberoamericana De Estudios De Desarrollo,Universidad de Zaragoza,0.0,Social Sciences,http://ried.unizar.es/index.php/revista/index
31347,1980-8194,Sociedade E Cultura,Universidade Federal de GoiÔŅĹs,0.0,Social Sciences,http://www.revistas.ufg.br/index.php/fchf/index
31380,2229-1660,American Transactions on Engineering & Applied Sciences,Other,0.0,Other,No Url
31382,2175-974X,V!rus,Nomads.usp,0.0,Technology,http://www.nomads.usp.br/virus
31387,2332-8215,Journal of Hydraulic Engineering,David Publishing,0.0,Other,No Url
31397,1618-727X,Journal of Digital Imaging,Springer,1.0,Other,No Url
31401,2409-5761,Journal of Advances in Applied & Computational Mathematics,Avanti Publishers.com,0.0,Other,No Url
31407,2090-6552,Case Reports in Genetics,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/crig/
31417,2359-5302,Revista Petra,Centro UniversitÔŅĹrio Metodista Izabela Hendrix,0.0,Technology,http://www3.izabelahendrix.edu.br/ojs/index.php/ptr
31429,2199-6067,Acrocephalus,De Gruyter Open,0.0,Science,http://www.degruyter.com/view/j/acro
31430,2984-8741,Donnish Journal of History and Culture (DJHC),Donnish Journals,0.0,Other,No Url
31441,2328-6253,Studies in Surveying and Mapping Science,American Society of Science and Engineering,0.0,Other,No Url
31446,0976-7061,Journal of Clinical Research Letters,BioInfo Publications,0.0,Other,No Url
31463,2147-2270,ÔŅĹroonkoloji BÔŅĹlteni,Galenos Yayinevi,0.0,Medicine,http://uroonkolojibulteni.com/home/
31465,1573-7748,International Journal of Historical Archaeology,Springer,1.0,Other,No Url
31489,2231-4822,Chitrolekha International Magazine on Art and Design,AesthetixMS: Aesthetics Media Services,0.0,Fine Arts,http://chitrolekha.com
31493,1680-5194,Pakistan Journal of Nutrition,Asian Network for Scientific Information (ansinet),0.0,Other,No Url
31498,2378-704X,American Research Journal of Mathematics,American Research Journals,0.0,Other,No Url
31511,2363-8389,3d-Printed Materials and Systems,Springer,0.0,Other,No Url
31520,2230-7702,International Journal on Web Service Computing (IJWSC),AIRCC Publishing Corporation,0.0,Other,No Url
31524,2315-8735,Journal of Education Research and Behavioral Sciences,Apex Journal,0.0,Other,No Url
31528,1680-936X,Journal FÔŅĹr Kardiologie,Krause & Pachernegg GmbH,0.0,Medicine,http://www.kup.at/journals/kardiologie/index.html
31532,1573-2711,Tribology Letters,Springer,1.0,Other,No Url
31545,1988-3102,Asclepio: Revista De Historia De La Medicina Y De La Ciencia,Consejo Superior de Investigaciones CientÔŅĹficas,0.0,General Works,http://asclepio.revistas.csic.es
31556,2175-3105,Revista De Homeopatia,AssociaÔŅĹÔŅĹo Paulista de Homeopatia,0.0,Medicine,http://www.aph.org.br/revista/index.php/aph/index
31563,1982-6745,Redes,Universidade de Santa Cruz do Sul,0.0,Geography. Anthropology. Recreation,https://online.unisc.br/seer/index.php/redes/index
31565,2090-3472,Advances in Orthopedics,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/aorth/
31571,2265-4224,Manufacturing Review,EDP Sciences,0.0,Technology,http://mfr.edp-open.org/
31610,2320-0278,International Journal of Advanced Nursing Science and Practice,Cloud Publications,0.0,Other,No Url
31633,1099-9264,International Journal of Entrepreneurship,Allied Academies,0.0,Other,No Url
31640,1678-5150,Pesquisa VeterinÔŅĹria Brasileira,ColÔŅĹgio Brasileiro de Patologia Animal (CBPA),0.0,Agriculture,http://www.scielo.br/scielo.php/script_sci_serial/pid_0100-736X/lng_pt/nrm_iso
31645,2332-8584,AERA Open,SAGE Publishing,0.0,Education,http://ero.sagepub.com/
31658,1090-6924,Journal of Cave and Karst Studies,Self Owned - Non-Profit Society,0.0,Other,No Url
31659,2349-7882,International Journal of Advanced Research in Physical ScienceÔŅĹ(IJARPS),AcademiciansÔŅĹ Research Center (ARC),0.0,Other,No Url
31663,2366-3278,Inae Letters,Springer,1.0,Other,No Url
31666,2249-9180,Shodh Sanchayan,Shodh Sanchayan,0.0,Social Sciences,http://www.shodh.net/index.php?option=com_content&view=article&id=5&Itemid=44
31669,1573-1987,"Flow, Turbulence and Combustion",Springer,1.0,Other,No Url
31689,1572-994X,Virus Genes,Springer,1.0,Other,No Url
31690,1989-6131,International Journal of English Studies (IJES),Universidad de Murcia,0.0,Language and Literature,http://revistas.um.es/ijes
31697,2318-6356,ForScience," Instituto Federal de EducaÔŅĹÔŅĹo, CiÔŅĹncia e Tecnologia de Minas Gerais",0.0,Technology,http://www2.formiga.ifmg.edu.br/forscience/index.php/forscience/index
31705,1851-3026,Revista Quebracho,Universidad Nacional de Santiago del Estero,0.0,Agriculture,http://fcf.unse.edu.ar/rev_quebracho.htm
31732,2345-6949,International Journal of Mining and Geo-Engineering,University of Tehran,0.0,Technology,https://ijmge.ut.ac.ir/
31745,2443-1273,Jurnal Sains Dasar,Universitas Negeri Yogyakarta,0.0,Science,http://journal.uny.ac.id/index.php/jsd
31753,2141-2251,Journal of Developmental Biology and Tissue Engineering,Academic Journals,0.0,Other,No Url
31767,2405-5875,Clinical Trials and Regulatory Science in Cardiology,Elsevier,0.0,Medicine,http://www.journals.elsevier.com/clinical-trials-and-regulatory-science-in-cardiology/
31770,1759-1774,Experiment,Other,0.0,Other,No Url
31775,2171-9624,ÔŅĹlabe,Red de Universidades Lectoras,0.0,Education,http://www.revistaalabe.com/
31790,1432-1378,Journal of Cryptology,Springer,1.0,Other,No Url
31793,1947-5713,"Geomatics, Natural Hazards & Risk",Taylor & Francis Group,0.0,Technology,http://www.tandfonline.com/TGNH
31824,1572-8080,Design Automation for Embedded Systems,Springer,1.0,Other,No Url
31887,1984-767X,E-Hum: Revista Das ÔŅĹreas De Humanidade Do Centro UniversitÔŅĹrio De Belo Horizonte,Centro UniversitÔŅĹrio de Belo Horizonte,0.0,General Works,http://revistas.unibh.br/index.php/dchla
31893,1432-2234,Theoretical Chemistry Accounts,Springer,1.0,Other,No Url
31900,2460-9021,Telematika,"Universitas Pembangunan Nasional \Veteran\"" Yogyakarta""",0.0,Technology,http://jurnal.upnyk.ac.id/index.php/telematika
31943,0718-8870,Revista De AnÔŅĹlisis EconÔŅĹmico (RAE),"Georgetown University, Universidad Alberto Hurtado",0.0,Social Sciences,http://www.rae-ear.org/
31948,2014-4806,Journal of Airline and Airport Management,OmniaScience,0.0,Social Sciences,http://www.jairm.org
31972,0144-8463,Bioscience Reports,Other,0.0,Other,No Url
31986,2469-0333,Con X,"Universidad Nacional de La Plata, Facultad de Periodismo y ComunicaciÔŅĹn Social ",0.0,Social Sciences,http://perio.unlp.edu.ar/ojs/index.php/conequis
31990,2984-8695,Donnish Journal of Neuroscience and Behavioral Health (DJNBH),Donnish Journals,0.0,Other,No Url
31997,1664-235X,Analysis and Mathematical Physics,Springer,1.0,Other,No Url
32004,2141-2677,Journal of Petroleum and Gas Engineering,Academic Journals,0.0,Other,No Url
32006,1076-1081,International Journal of Renewable Energy Research,Other,0.0,Other,No Url
32011,1810-6285,Biogeosciences Discussions,Copernicus Publications,0.0,Science,http://www.biogeosciences.net
32013,2141-6656,International Journal of Educational Administration and Policy Studies,Academic Journals,0.0,Other,No Url
32040,2376-7596,Journal of Contemporary Orthopaedic Research,Columbia International Publishing,0.0,Other,No Url
32041,1809-4538,Revista De Economia PolÔŅĹtica,Editora 34,0.0,Social Sciences,http://www.scielo.br/scielo.php/script_sci_serial/pid_0101-3157/lng_en/nrm_iso
32046,No Url,No Url,No Url,No Url,No Url,No Url
32057,1616-1068,Mine Water and the Environment,Springer,1.0,Other,No Url
32061,2168-2011,Journal of Neuroscience and Neuroengineering,American Scientific Publishers,0.0,Other,No Url
32080,2363-8354,Adolescent Research Review,Springer,1.0,Other,No Url
32090,2348-9812,Journal of Materials Science and Nanotechnology (JMSN),Annex Publishers,0.0,Other,No Url
32092,1573-7357,Journal of Low Temperature Physics,Springer,1.0,Other,No Url
32103,2249-5789,International Journal of Computer Science and Communication Networks,Other,0.0,Other,No Url
32104,1857-663X,Journal of Special Education and Rehabilitation,"Faculty of Philosophy, Institute of Special Education and Rehabilitation",0.0,Education,http://jser.fzf.ukim.edu.mk/
32126,0147-619X,Plasmid,Elsevier,1.0,Molecular and Cell Biology,No Url
32136,1951-6169,E-Spania,Civilisations et LittÔŅĹratures dÔŅĹEspagne et dÔŅĹAmÔŅĹrique du Moyen ÔŅĹge aux LumiÔŅĹres (CLEA) - Paris Sorbonne,0.0,History (General) and history of Europe,http://e-spania.revues.org/
